Sample_Start	Sample_End	GC_Content(%)
16448439	16535813	53.76
3541296	3628670	54.25
14546631	14634005	53.70
12153013	12240387	53.33
15426292	15513666	52.77
5133531	5220905	54.37
14612523	14699897	53.40
5910175	5997549	53.73
17506915	17594289	54.38
9062461	9149835	53.63
18058086	18145460	53.31
16223484	16310858	54.06
15598575	15685949	53.34
14615454	14702828	53.28
9005859	9093233	50.47
10814747	10902121	53.62
8237450	8324824	53.96
2907924	2995298	53.51
9359278	9446652	53.59
15126405	15213779	54.02
8182699	8270073	54.68
15593028	15680402	53.29
12716770	12804144	53.53
11287597	11374971	53.83
963012	1050386	54.10
16586173	16673547	52.87
10905665	10993039	53.21
6101533	6188907	53.32
16359461	16446835	52.43
7117561	7204935	53.96
11905950	11993324	53.23
8668868	8756242	53.78
11419876	11507250	50.55
9383781	9471155	53.67
9270035	9357409	50.18
18649252	18736626	53.29
340614	427988	53.08
17335133	17422507	54.25
6410789	6498163	53.62
2872694	2960068	53.96
8098565	8185939	52.48
13637464	13724838	52.66
16393952	16481326	53.05
18628622	18715996	53.81
8063933	8151307	52.97
15975033	16062407	54.17
16469231	16556605	53.75
15038242	15125616	53.96
578587	665961	54.76
3122352	3209726	54.04
9872907	9960281	50.70
7435541	7522915	53.45
13569450	13656824	50.73
8163966	8251340	54.50
10274569	10361943	53.76
12382271	12469645	53.28
15879986	15967360	54.18
18571470	18658844	52.30
17814783	17902157	53.84
11534584	11621958	54.50
14277538	14364912	53.64
18467972	18555346	53.02
11099514	11186888	53.10
11804802	11892176	54.36
15225164	15312538	53.02
9090446	9177820	53.72
10288560	10375934	53.91
8435707	8523081	54.42
7735573	7822947	53.82
4048539	4135913	54.37
6462056	6549430	54.41
10588032	10675406	53.13
4011591	4098965	53.62
17980610	18067984	51.85
6212597	6299971	53.48
6427048	6514422	53.99
7260663	7348037	53.12
16247008	16334382	53.61
9277787	9365161	50.68
17603892	17691266	52.91
9495860	9583234	53.38
3373096	3460470	53.81
6513505	6600879	54.66
9940381	10027755	54.15
7633068	7720442	53.87
12109159	12196533	53.00
6021059	6108433	54.33
10142417	10229791	53.80
474740	562114	53.09
17922599	18009973	50.19
4247419	4334793	53.35
9204360	9291734	52.23
1527253	1614627	54.04
1829589	1916963	54.17
18567645	18655019	52.16
9802479	9889853	53.92
4237236	4324610	53.73
16471155	16558529	53.84
3442270	3529644	53.52
411558	498932	53.02
9540844	9628218	53.72
15750347	15837721	53.54
16062983	16150357	52.90
14779680	14867054	53.30
11432194	11519568	50.66
6186218	6273592	53.47
1723916	1811290	53.19
8471768	8559142	53.99
16029931	16117305	54.55
3828129	3915503	53.81
2192561	2279935	53.16
13445510	13532884	53.37
16500276	16587650	53.53
2485785	2573159	53.60
1798822	1886196	53.75
5091113	5178487	53.92
5006240	5093614	53.77
18885762	18973136	53.30
10195028	10282402	52.61
2858196	2945570	54.42
8327906	8415280	53.87
3974574	4061948	53.12
18725823	18813197	53.22
13964482	14051856	53.54
7572803	7660177	54.11
17534624	17621998	53.66
12763368	12850742	53.75
15116756	15204130	53.80
14855251	14942625	53.38
9977515	10064889	54.10
14389141	14476515	53.69
10246860	10334234	52.82
2020993	2108367	53.92
3329726	3417100	53.48
6972205	7059579	53.30
7080830	7168204	54.09
8880050	8967424	54.15
2724199	2811573	53.54
5269961	5357335	54.35
8048539	8135913	53.35
5832214	5919588	53.42
18521786	18609160	52.61
2518759	2606133	54.07
5252363	5339737	54.25
89782	177156	53.72
13707575	13794949	53.96
15116395	15203769	53.81
15767646	15855020	53.11
9773040	9860414	54.13
1095211	1182585	53.70
7767053	7854427	53.96
9667195	9754569	52.67
9486454	9573828	53.45
15234763	15322137	53.00
2388396	2475770	53.65
7832403	7919777	53.89
8876980	8964354	54.13
6637711	6725085	54.10
14265296	14352670	53.74
3851253	3938627	53.66
18272481	18359855	53.06
7543353	7630727	53.35
4999254	5086628	53.68
8913146	9000520	53.30
4772657	4860031	52.69
2396116	2483490	53.56
2001120	2088494	54.05
5567444	5654818	53.34
10321739	10409113	53.39
9684164	9771538	52.82
14735544	14822918	51.63
4172616	4259990	53.24
15726894	15814268	53.95
10203607	10290981	52.38
13505944	13593318	53.88
9135066	9222440	53.65
16793059	16880433	53.62
18118774	18206148	53.73
16569018	16656392	52.77
14688750	14776124	51.19
2699180	2786554	53.42
1337505	1424879	54.43
14496476	14583850	53.63
10815317	10902691	53.67
8400952	8488326	54.21
867881	955255	50.61
3064421	3151795	52.78
7681428	7768802	53.68
696101	783475	54.12
9043289	9130663	52.68
1349950	1437324	53.90
5878425	5965799	53.79
15787387	15874761	53.25
17413536	17500910	53.80
14838756	14926130	53.58
9333385	9420759	53.36
6089765	6177139	53.59
14625873	14713247	53.10
16499579	16586953	53.54
3061587	3148961	52.71
15770931	15858305	52.87
11675635	11763009	53.43
13701888	13789262	54.01
11183973	11271347	54.27
10772927	10860301	53.52
3509789	3597163	53.75
5396386	5483760	53.49
11066374	11153748	53.20
13812517	13899891	53.99
16625181	16712555	52.69
9670984	9758358	52.67
13436947	13524321	53.37
18458179	18545553	52.82
1231351	1318725	53.88
15261425	15348799	52.76
2954796	3042170	53.59
10553444	10640818	52.92
8469100	8556474	53.98
10847268	10934642	54.12
3889683	3977057	53.68
13561864	13649238	50.76
17266984	17354358	53.05
38623	125997	54.04
18206419	18293793	54.03
15501353	15588727	54.00
13866287	13953661	53.62
1818787	1906161	54.02
6294225	6381599	52.76
17395939	17483313	54.25
12139300	12226674	53.31
16726652	16814026	53.88
14832433	14919807	53.76
1731803	1819177	53.16
6830281	6917655	53.80
8960920	9048294	50.76
18428753	18516127	53.35
4396074	4483448	53.46
9664654	9752028	52.86
14700736	14788110	50.93
16264229	16351603	53.20
4074383	4161757	54.32
968697	1056071	54.27
8029490	8116864	53.48
5314289	5401663	54.03
10427044	10514418	53.86
18483090	18570464	53.01
458838	546212	53.21
18530482	18617856	51.97
13689895	13777269	53.98
3127581	3214955	54.33
7539702	7627076	53.37
3807123	3894497	54.48
15483621	15570995	53.34
3941509	4028883	53.37
5166413	5253787	54.18
16722706	16810080	53.85
9793248	9880622	54.18
17074911	17162285	53.30
9174617	9261991	53.36
13941542	14028916	53.16
16189999	16277373	54.47
15845066	15932440	53.79
8178252	8265626	54.56
15327210	15414584	53.35
18497386	18584760	53.12
4853379	4940753	53.50
12871010	12958384	54.00
6395822	6483196	53.54
17053734	17141108	53.29
4580459	4667833	53.56
2342437	2429811	53.45
9269324	9356698	50.13
13923157	14010531	53.06
11404320	11491694	50.18
17036849	17124223	53.15
8964826	9052200	50.36
86075	173449	53.65
9490501	9577875	53.43
10017871	10105245	53.46
16429603	16516977	53.09
4986034	5073408	54.03
14983644	15071018	53.62
18071765	18159139	53.69
16251800	16339174	53.67
11580437	11667811	53.22
11154833	11242207	53.84
18519275	18606649	52.56
18234487	18321861	53.59
12657069	12744443	52.17
15278829	15366203	52.82
10797056	10884430	53.50
6330123	6417497	52.54
8012984	8100358	53.44
12850369	12937743	53.90
7837055	7924429	53.75
13783325	13870699	53.88
1464560	1551934	53.92
10676225	10763599	53.69
15870449	15957823	54.31
12791994	12879368	54.00
12954653	13042027	53.76
5103807	5191181	53.83
16620471	16707845	52.68
1242172	1329546	53.79
4236121	4323495	53.77
16854094	16941468	54.00
11139893	11227267	53.74
3367677	3455051	53.94
14774224	14861598	53.25
3345769	3433143	54.00
17647989	17735363	53.77
15331962	15419336	53.39
514979	602353	54.18
4837053	4924427	53.62
13756599	13843973	53.89
5179503	5266877	53.59
2510819	2598193	53.98
15753490	15840864	53.30
8892688	8980062	53.95
11360229	11447603	51.62
13337327	13424701	53.12
2694934	2782308	53.47
11024831	11112205	53.58
17905393	17992767	50.70
12750999	12838373	53.68
10625385	10712759	53.84
16372800	16460174	53.25
18153485	18240859	54.22
1204573	1291947	54.58
2295819	2383193	54.33
7877582	7964956	53.09
9642839	9730213	52.76
7633172	7720546	53.85
3032627	3120001	51.40
14561666	14649040	53.31
3303203	3390577	53.17
3372463	3459837	53.81
14887381	14974755	53.20
5582275	5669649	53.62
10048414	10135788	52.80
971308	1058682	54.28
1543200	1630574	53.89
10884207	10971581	53.45
1883048	1970422	54.08
9843789	9931163	51.33
12028033	12115407	52.43
12577579	12664953	52.19
14451450	14538824	53.54
4884511	4971885	52.64
8193906	8281280	54.91
17822984	17910358	53.67
13826162	13913536	54.19
18989394	19076768	52.79
6041706	6129080	54.14
5703704	5791078	53.23
5874352	5961726	53.68
2649738	2737112	53.62
12836056	12923430	54.17
8080906	8168280	52.63
16698941	16786315	53.61
4802233	4889607	53.57
7790951	7878325	54.26
15473623	15560997	53.13
8522065	8609439	53.26
