Sample_Start	Sample_End	GC_Content(%)
4022727	4117094	52.74
19115134	19209501	53.88
8261616	8355983	53.99
19425300	19519667	53.68
19948752	20043119	53.11
1333508	1427875	53.63
2750906	2845273	54.22
14066853	14161220	53.63
19584792	19679159	53.49
18965868	19060235	54.03
17541677	17636044	53.08
10615610	10709977	53.06
8749844	8844211	53.38
6853801	6948168	52.96
10542261	10636628	53.65
8008971	8103338	53.20
8912544	9006911	54.03
13280369	13374736	51.09
4391546	4485913	53.79
10066231	10160598	54.05
15341910	15436277	51.01
10609146	10703513	53.41
2434143	2528510	54.22
312574	406941	53.55
15377510	15471877	52.77
18890931	18985298	53.36
3354814	3449181	54.59
2458221	2552588	53.82
18040017	18134384	53.31
7152271	7246638	52.23
16974673	17069040	53.24
8898649	8993016	53.91
4444504	4538871	54.02
11710793	11805160	53.75
2308253	2402620	53.46
8196824	8291191	53.69
12399271	12493638	53.53
9562590	9656957	53.40
5293105	5387472	53.75
14703034	14797401	53.29
18227370	18321737	53.50
10150790	10245157	53.61
17748304	17842671	53.40
262499	356866	54.08
18609364	18703731	53.60
10045483	10139850	54.24
3475786	3570153	55.01
4506062	4600429	53.13
8874003	8968370	53.73
3873143	3967510	53.45
3591531	3685898	54.58
18563105	18657472	53.71
5215966	5310333	53.62
9138489	9232856	54.64
9454171	9548538	53.60
7067558	7161925	52.34
11505153	11599520	53.17
6831592	6925959	53.22
8857829	8952196	53.78
16958713	17053080	53.31
16392408	16486775	54.18
8426230	8520597	53.13
1704528	1798895	53.65
3097022	3191389	52.07
14212844	14307211	53.36
9283847	9378214	53.49
1479306	1573673	53.55
118973	213340	54.38
11192300	11286667	53.19
4389579	4483946	53.71
8789760	8884127	53.28
5421791	5516158	53.49
14825539	14919906	52.85
18511323	18605690	52.27
14350791	14445158	54.82
18820911	18915278	53.33
324461	418828	53.54
3753864	3848231	53.59
2524764	2619131	53.31
5001431	5095798	52.42
18306972	18401339	53.09
1208903	1303270	51.11
12388832	12483199	53.54
19545777	19640144	53.79
18539665	18634032	53.45
4969202	5063569	50.36
14421249	14515616	53.77
4276362	4370729	52.60
1403543	1497910	53.17
10343433	10437800	54.19
12235674	12330041	53.36
1338649	1433016	53.67
12006085	12100452	53.71
7048998	7143365	53.08
8372828	8467195	52.15
3449181	3543548	54.35
11867485	11961852	53.59
18786573	18880940	53.86
13635762	13730129	53.42
5185949	5280316	52.86
7943586	8037953	53.40
5452654	5547021	53.72
5940891	6035258	52.95
13834304	13928671	53.64
831692	926059	52.87
6018345	6112712	53.69
11146294	11240661	54.38
13814801	13909168	53.30
8327110	8421477	52.97
8952514	9046881	54.20
5341793	5436160	53.69
3627087	3721454	54.29
12835970	12930337	54.40
1299382	1393749	53.61
15793736	15888103	53.96
7463637	7558004	53.58
6696552	6790919	53.37
15445213	15539580	53.87
11732589	11826956	54.26
10240506	10334873	54.08
7636837	7731204	53.57
7480073	7574440	53.90
794046	888413	53.50
6480360	6574727	53.24
13370299	13464666	54.11
11014643	11109010	53.85
9348367	9442734	53.76
2329373	2423740	53.42
9365880	9460247	54.25
11782508	11876875	53.70
17092818	17187185	53.67
13410981	13505348	54.09
17992414	18086781	53.21
11111545	11205912	53.89
926120	1020487	53.79
3870226	3964593	53.58
8764927	8859294	53.30
5991741	6086108	53.19
19481358	19575725	53.94
8907573	9001940	54.13
1283698	1378065	53.00
3637385	3731752	54.04
20017609	20111976	53.66
14581540	14675907	53.25
11599334	11693701	51.08
10525264	10619631	53.56
14642948	14737315	52.85
17160510	17254877	51.36
3880428	3974795	53.48
12925013	13019380	53.87
19347084	19441451	53.94
6377985	6472352	54.21
8547069	8641436	52.90
1489364	1583731	53.57
14631662	14726029	53.02
56749	151116	53.97
17445631	17539998	53.81
18067450	18161817	53.29
6611401	6705768	53.16
12221244	12315611	53.34
14471939	14566306	53.65
2347931	2442298	53.51
11079674	11174041	53.32
10533261	10627628	53.63
4181731	4276098	53.31
10077143	10171510	53.96
17016207	17110574	53.29
10377871	10472238	53.51
13703392	13797759	54.00
10944882	11039249	53.38
13502316	13596683	53.77
9920542	10014909	54.08
18602995	18697362	53.71
4271069	4365436	52.59
6437085	6531452	53.96
14107837	14202204	53.88
12722004	12816371	53.82
5839388	5933755	52.97
19096003	19190370	54.28
10098202	10192569	53.60
13625621	13719988	53.20
18385721	18480088	54.31
13621	107988	53.53
10196351	10290718	54.13
9627226	9721593	53.64
7052560	7146927	52.85
14424652	14519019	53.59
19461059	19555426	53.66
10812889	10907256	53.80
15602414	15696781	53.41
14823878	14918245	53.02
14836420	14930787	52.80
7170629	7264996	52.82
17152153	17246520	52.01
15877493	15971860	53.94
5693898	5788265	53.44
2845266	2939633	51.16
9522291	9616658	52.70
17295699	17390066	53.28
11247051	11341418	53.06
3133554	3227921	53.09
7880882	7975249	54.10
10415948	10510315	53.30
7537689	7632056	53.44
6681691	6776058	53.03
4944378	5038745	50.74
819580	913947	53.33
1550675	1645042	54.22
8215552	8309919	53.96
15942930	16037297	53.30
2443709	2538076	54.04
15281230	15375597	51.10
13906332	14000699	53.66
19316310	19410677	54.06
6524163	6618530	54.06
12884179	12978546	54.12
16588545	16682912	53.09
13410124	13504491	54.15
8186759	8281126	53.58
4951672	5046039	50.53
186053	280420	53.23
3576476	3670843	54.22
14265539	14359906	53.07
7343090	7437457	44.80
5901777	5996144	52.90
17379778	17474145	54.36
15587707	15682074	53.87
1685049	1779416	53.60
18703434	18797801	53.00
8361706	8456073	51.81
4072118	4166485	53.59
15316317	15410684	50.31
4474117	4568484	53.68
15590839	15685206	53.79
17821828	17916195	53.38
18754420	18848787	53.72
19980064	20074431	53.13
10646752	10741119	52.32
14850299	14944666	52.90
16937544	17031911	53.58
14319043	14413410	53.68
18383532	18477899	54.30
14962377	15056744	54.03
5340453	5434820	53.71
15927431	16021798	53.37
15101835	15196202	53.68
8697025	8791392	53.62
8295988	8390355	53.20
9305024	9399391	53.44
17491919	17586286	53.00
16260377	16354744	53.68
8027759	8122126	53.89
9213961	9308328	53.83
14759675	14854042	53.88
2599909	2694276	54.15
9587445	9681812	53.55
7868298	7962665	54.04
9117246	9211613	54.27
11269173	11363540	53.67
10727672	10822039	52.72
18124501	18218868	52.55
2703737	2798104	54.16
4643063	4737430	53.50
5061037	5155404	53.64
7759847	7854214	53.76
12852531	12946898	54.01
5127293	5221660	52.74
7179067	7273434	52.69
2155162	2249529	52.82
13920656	14015023	53.62
13676765	13771132	53.68
11102537	11196904	53.70
18207008	18301375	53.69
15633825	15728192	53.18
13951068	14045435	53.72
2089290	2183657	52.57
6940210	7034577	53.35
14097677	14192044	53.87
13068673	13163040	49.83
19598452	19692819	53.32
655383	749750	53.55
19316962	19411329	54.07
12763469	12857836	54.15
16004784	16099151	53.71
197839	292206	53.42
11803066	11897433	53.47
10019777	10114144	54.36
13085780	13180147	49.79
14060021	14154388	53.43
18059685	18154052	53.38
18325159	18419526	53.56
7400050	7494417	44.86
16382262	16476629	54.05
7362568	7456935	45.23
9158189	9252556	54.56
14624228	14718595	53.25
16295441	16389808	53.53
973911	1068278	53.48
13047882	13142249	49.80
11278635	11373002	53.80
13566616	13660983	53.36
5537982	5632349	53.57
15683010	15777377	53.07
4282478	4376845	52.57
17922215	18016582	53.32
904843	999210	53.84
13221125	13315492	53.04
19860625	19954992	51.31
18937852	19032219	53.69
909393	1003760	53.90
2816809	2911176	52.26
14381858	14476225	54.25
4553319	4647686	53.36
15492029	15586396	53.50
6097814	6192181	51.90
1687272	1781639	53.52
8729397	8823764	53.37
12720614	12814981	53.83
10984132	11078499	53.72
7102140	7196507	51.77
15257177	15351544	52.36
10967125	11061492	53.52
11324639	11419006	53.34
12721364	12815731	53.83
9336742	9431109	53.81
14145368	14239735	53.77
8464827	8559194	53.75
2748317	2842684	54.06
15780878	15875245	54.20
650395	744762	53.66
18099899	18194266	52.71
1747702	1842069	53.39
11742720	11837087	54.13
7523647	7618014	53.29
2302450	2396817	53.38
1350838	1445205	53.60
1041193	1135560	53.02
8297450	8391817	53.20
6689434	6783801	53.32
683839	778206	53.65
5113103	5207470	53.21
8004240	8098607	53.23
4235273	4329640	53.17
15890072	15984439	54.25
3838272	3932639	53.82
18923678	19018045	53.55
7313676	7408043	51.10
15603951	15698318	53.39
8598111	8692478	52.71
12378068	12472435	53.52
5630069	5724436	53.04
3843085	3937452	53.89
5495068	5589435	54.05
10436734	10531101	53.15
3627192	3721559	54.32
19417437	19511804	53.71
861624	955991	53.53
10467548	10561915	53.22
19320532	19414899	53.91
12593211	12687578	53.20
13309514	13403881	51.41
6654843	6749210	53.11
2550018	2644385	53.11
19867507	19961874	51.52
8148673	8243040	53.72
3419240	3513607	54.59
10119435	10213802	53.54
20146470	20240837	53.82
4061933	4156300	53.99
18989545	19083912	54.11
1378051	1472418	53.38
11650225	11744592	53.27
17875964	17970331	53.33
14373980	14468347	54.44
12434295	12528662	54.24
2313804	2408171	53.47
16977226	17071593	53.23
11449818	11544185	53.72
424535	518902	53.40
14094832	14189199	54.00
16448439	16542806	53.82
3541296	3635663	53.96
14546631	14640998	53.36
12153013	12247380	53.74
15426292	15520659	53.69
5133531	5227898	52.87
14612523	14706890	53.21
5910175	6004542	52.89
17506915	17601282	52.93
9062461	9156828	53.72
18058086	18152453	53.46
16223484	16317851	53.49
15598575	15692942	53.69
14615454	14709821	53.09
19880149	19974516	52.10
9005859	9100226	54.42
10814747	10909114	53.82
8237450	8331817	53.84
2907924	3002291	53.37
9359278	9453645	53.87
15126405	15220772	53.38
8182699	8277066	53.59
15593028	15687395	53.74
19120981	19215348	53.78
12716770	12811137	53.78
11287597	11381964	54.08
963012	1057379	53.72
16586173	16680540	53.21
10905665	11000032	52.96
6101533	6195900	51.66
16359461	16453828	53.77
7117561	7211928	51.99
11905950	12000317	53.31
8668868	8763235	53.09
11419876	11514243	53.62
9383781	9478148	54.35
20003642	20098009	53.64
9270035	9364402	53.67
18649252	18743619	52.81
340614	434981	53.32
17335133	17429500	53.55
6410789	6505156	53.88
2872694	2967061	52.05
8098565	8192932	54.62
13637464	13731831	53.41
16393952	16488319	54.21
18628622	18722989	53.21
8063933	8158300	54.11
15975033	16069400	53.20
16469231	16563598	53.61
15038242	15132609	53.78
578587	672954	53.50
3122352	3216719	53.03
9872907	9967274	52.84
7435541	7529908	53.31
13569450	13663817	53.43
8163966	8258333	53.53
10274569	10368936	54.13
19513767	19608134	53.58
12382271	12476638	53.55
15879986	15974353	53.94
18571470	18665837	53.73
17814783	17909150	53.44
11534584	11628951	51.89
14277538	14371905	53.31
18467972	18562339	51.39
11099514	11193881	53.68
11804802	11899169	53.40
15225164	15319531	53.69
9090446	9184813	53.73
10288560	10382927	54.38
8435707	8530074	53.32
7735573	7829940	53.87
4048539	4142906	53.77
6462056	6556423	52.83
10588032	10682399	53.91
4011591	4105958	51.99
17980610	18074977	53.33
6212597	6306964	53.68
6427048	6521415	53.90
7260663	7355030	52.84
16247008	16341375	53.66
9277787	9372154	53.55
19783253	19877620	52.01
17603892	17698259	53.52
20024974	20119341	53.44
9495860	9590227	52.61
3373096	3467463	54.47
6513505	6607872	53.93
9940381	10034748	54.45
7633068	7727435	53.49
12109159	12203526	53.71
6021059	6115426	53.66
10142417	10236784	53.61
474740	569107	53.03
17922599	18016966	53.32
4247419	4341786	52.86
9204360	9298727	54.14
1527253	1621620	54.40
1829589	1923956	53.63
18567645	18662012	53.88
9802479	9896846	52.04
4237236	4331603	53.08
16471155	16565522	53.45
3442270	3536637	54.50
411558	505925	53.41
19262398	19356765	52.98
9540844	9635211	53.01
15750347	15844714	53.64
16062983	16157350	53.93
14779680	14874047	53.53
11432194	11526561	53.73
6186218	6280585	51.99
1723916	1818283	53.46
8471768	8566135	53.88
16029931	16124298	54.08
3828129	3922496	53.62
2192561	2286928	53.27
13445510	13539877	53.60
16500276	16594643	53.39
2485785	2580152	53.62
19361617	19455984	54.04
1798822	1893189	53.59
5091113	5185480	53.43
5006240	5100607	52.62
18885762	18980129	53.59
10195028	10289395	54.15
2858196	2952563	51.42
8327906	8422273	52.88
3974574	4068941	51.23
18725823	18820190	53.49
13964482	14058849	53.89
20002697	20097064	53.52
7572803	7667170	53.58
17534624	17628991	53.50
12763368	12857735	54.16
15116756	15211123	53.67
14855251	14949618	53.02
9977515	10071882	54.28
19747626	19841993	53.47
14389141	14483508	54.23
10246860	10341227	53.97
19080038	19174405	54.09
2020993	2115360	53.51
3329726	3424093	53.83
6972205	7066572	53.52
7080830	7175197	52.12
8880050	8974417	53.65
2724199	2818566	54.17
5269961	5364328	53.56
8048539	8142906	53.79
5832214	5926581	53.02
18521786	18616153	52.73
2518759	2613126	53.35
5252363	5346730	53.61
89782	184149	54.53
13707575	13801942	54.04
15116395	15210762	53.64
19924997	20019364	53.35
15767646	15862013	54.09
9773040	9867407	53.00
1095211	1189578	53.64
7767053	7861420	53.84
9667195	9761562	53.95
9486454	9580821	52.82
15234763	15329130	53.37
2388396	2482763	53.67
7832403	7926770	53.56
8876980	8971347	53.73
19790054	19884421	52.05
6637711	6732078	53.31
14265296	14359663	53.02
3851253	3945620	53.84
18272481	18366848	53.61
7543353	7637720	53.33
4999254	5093621	52.28
8913146	9007513	54.03
4772657	4867024	53.54
2396116	2490483	53.86
2001120	2095487	53.70
5567444	5661811	52.71
10321739	10416106	54.23
19966364	20060731	53.15
19099419	19193786	54.21
9684164	9778531	54.16
14735544	14829911	54.11
4172616	4266983	53.44
15726894	15821261	53.42
10203607	10297974	54.27
13505944	13600311	53.70
9135066	9229433	54.69
16793059	16887426	53.70
18118774	18213141	52.72
16569018	16663385	53.78
14688750	14783117	52.96
2699180	2793547	53.97
20066780	20161147	53.67
1337505	1431872	53.62
14496476	14590843	53.28
10815317	10909684	53.82
8400952	8495319	52.08
867881	962248	53.41
3064421	3158788	52.11
7681428	7775795	53.04
19300479	19394846	53.48
19700576	19794943	53.81
696101	790468	54.13
9043289	9137656	53.73
19335640	19430007	53.76
1349950	1444317	53.66
5878425	5972792	53.10
15787387	15881754	54.09
17413536	17507903	54.34
14838756	14933123	52.92
9333385	9427752	53.65
6089765	6184132	52.47
19640403	19734770	53.36
14625873	14720240	53.13
16499579	16593946	53.45
3061587	3155954	52.00
15770931	15865298	54.17
11675635	11770002	53.76
13701888	13796255	54.03
11183973	11278340	53.59
10772927	10867294	53.42
3509789	3604156	54.27
5396386	5490753	53.85
11066374	11160741	53.13
13812517	13906884	53.20
16625181	16719548	53.22
9670984	9765351	53.68
13436947	13531314	53.55
18458179	18552546	51.86
1231351	1325718	51.57
15261425	15355792	51.99
2954796	3049163	54.09
10553444	10647811	53.85
8469100	8563467	53.79
10847268	10941635	53.49
3889683	3984050	53.66
13561864	13656231	53.39
17266984	17361351	53.44
38623	132990	53.82
18206419	18300786	53.74
15501353	15595720	53.49
13866287	13960654	53.75
1818787	1913154	53.69
6294225	6388592	53.40
17395939	17490306	54.28
12139300	12233667	53.53
16726652	16821019	53.27
14832433	14926800	52.76
1731803	1826170	53.43
6830281	6924648	53.25
8960920	9055287	54.44
18428753	18523120	52.48
4396074	4490441	53.76
9664654	9759021	54.03
14700736	14795103	53.22
16264229	16358596	53.67
4074383	4168750	53.46
968697	1063064	53.59
8029490	8123857	53.93
5314289	5408656	53.68
10427044	10521411	53.26
18483090	18577457	51.32
458838	553205	52.84
18530482	18624849	53.29
13689895	13784262	53.90
3127581	3221948	53.25
7539702	7634069	53.53
3807123	3901490	53.39
15483621	15577988	53.46
3941509	4035876	51.47
5166413	5260780	52.81
16722706	16817073	53.34
9793248	9887615	52.43
17074911	17169278	53.35
9174617	9268984	54.33
13941542	14035909	53.72
16189999	16284366	53.87
15845066	15939433	54.42
8178252	8272619	53.33
15327210	15421577	50.60
18497386	18591753	51.67
4853379	4947746	53.63
12871010	12965377	54.10
6395822	6490189	54.30
20111774	20206141	53.48
17053734	17148101	53.66
4580459	4674826	53.52
2342437	2436804	53.42
9269324	9363691	53.64
13923157	14017524	53.65
11404320	11498687	53.78
17036849	17131216	53.25
8964826	9059193	54.43
86075	180442	54.34
9490501	9584868	52.78
10017871	10112238	54.43
19694361	19788728	53.88
19458999	19553366	53.65
16429603	16523970	53.90
4986034	5080401	51.85
14983644	15078011	54.18
18071765	18166132	53.26
16251800	16346167	53.54
11580437	11674804	50.65
11154833	11249200	54.39
18519275	18613642	52.65
18234487	18328854	53.68
12657069	12751436	53.18
15278829	15373196	51.30
10797056	10891423	53.58
6330123	6424490	53.31
8012984	8107351	53.30
19186345	19280712	52.56
12850369	12944736	53.98
7837055	7931422	53.60
13783325	13877692	53.21
1464560	1558927	53.21
10676225	10770592	51.70
15870449	15964816	54.15
12791994	12886361	54.70
12954653	13049020	53.84
5103807	5198174	53.41
16620471	16714838	53.34
1242172	1336539	51.53
4236121	4330488	53.13
16854094	16948461	53.55
