Sample_Start	Sample_End	GC_Content(%)
13658665	13760167	53.77
6389096	6490598	54.05
3165048	3266550	53.27
3252458	3353960	53.35
14463677	14565179	54.20
11888253	11989755	53.69
14212940	14314442	53.61
13794303	13895805	53.45
15670747	15772249	52.94
1817683	1919185	54.13
3302355	3403857	53.49
2033823	2135325	52.76
13509728	13611230	53.52
11385106	11486608	53.48
3666460	3767962	54.07
8343522	8445024	53.77
6428696	6530198	54.40
6382351	6483853	54.13
17994763	18096265	53.09
15052972	15154474	53.70
4703737	4805239	53.30
14155998	14257500	52.69
6156836	6258338	53.54
9346424	9447926	53.71
15523222	15624724	53.58
8382113	8483615	53.10
2529497	2630999	53.81
14869000	14970502	53.91
18465853	18567355	53.27
3285271	3386773	53.16
1697462	1798964	53.24
18139121	18240623	52.65
495191	596693	53.74
3129379	3230881	53.27
7931579	8033081	54.80
5580474	5681976	53.44
13636992	13738494	53.21
16295412	16396914	53.45
16151708	16253210	53.65
7172169	7273671	54.07
13456679	13558181	53.50
1967477	2068979	53.56
5524305	5625807	53.62
12716227	12817729	53.54
72322	173824	52.51
13100380	13201882	53.57
8898737	9000239	53.31
15267547	15369049	53.55
9571375	9672877	53.17
14193775	14295277	53.70
18648490	18749992	53.80
16329982	16431484	53.34
5194119	5295621	54.03
6371915	6473417	53.80
9955862	10057364	55.43
7304829	7406331	52.25
1962373	2063875	53.83
19434065	19535567	54.25
18193052	18294554	53.03
2045396	2146898	52.72
10522831	10624333	53.08
1918148	2019650	53.65
1682497	1783999	53.32
19601747	19703249	53.78
15998367	16099869	54.64
16872858	16974360	53.16
17821635	17923137	51.91
5282565	5384067	53.40
1908561	2010063	53.77
17039896	17141398	53.96
2688094	2789596	53.85
6235251	6336753	54.25
2299194	2400696	53.46
19966065	20067567	51.83
2280388	2381890	53.36
7892133	7993635	54.44
13548459	13649961	52.89
4022727	4124229	53.49
19115134	19216636	54.12
8261616	8363118	54.60
19425300	19526802	54.26
19948752	20050254	52.56
1333508	1435010	53.31
20782994	20884496	54.18
2750906	2852408	53.59
14066853	14168355	53.04
19584792	19686294	54.52
18965868	19067370	53.32
17541677	17643179	53.33
10615610	10717112	53.91
8749844	8851346	53.91
6853801	6955303	53.06
10542261	10643763	53.07
8008971	8110473	53.98
8912544	9014046	53.62
13280369	13381871	53.46
4391546	4493048	53.61
10066231	10167733	53.22
15341910	15443412	53.82
10609146	10710648	53.88
2434143	2535645	52.45
312574	414076	53.75
15377510	15479012	54.55
20842645	20944147	53.57
18890931	18992433	54.30
3354814	3456316	53.81
2458221	2559723	52.88
18040017	18141519	53.44
7152271	7253773	53.77
16974673	17076175	53.18
8898649	9000151	53.31
4444504	4546006	53.64
11710793	11812295	53.76
2308253	2409755	53.23
8196824	8298326	53.64
12399271	12500773	53.42
9562590	9664092	53.24
5293105	5394607	53.62
14703034	14804536	52.40
18227370	18328872	54.10
10150790	10252292	53.48
20524499	20626001	53.28
17748304	17849806	54.21
262499	364001	53.35
18609364	18710866	53.42
10045483	10146985	53.50
3475786	3577288	53.78
4506062	4607564	54.41
8874003	8975505	53.13
3873143	3974645	54.35
3591531	3693033	53.28
18563105	18664607	54.39
5215966	5317468	54.21
9138489	9239991	53.80
9454171	9555673	51.70
20294721	20396223	53.01
7067558	7169060	53.55
11505153	11606655	53.46
6831592	6933094	52.69
21281494	21382996	53.22
8857829	8959331	53.11
16958713	17060215	53.03
16392408	16493910	53.10
8426230	8527732	53.09
1704528	1806030	53.13
3097022	3198524	53.01
21283054	21384556	53.16
14212844	14314346	53.62
9283847	9385349	53.85
1479306	1580808	53.36
118973	220475	53.77
11192300	11293802	53.36
4389579	4491081	53.63
21377977	21479479	51.97
8789760	8891262	53.67
5421791	5523293	54.03
14825539	14927041	53.58
18511323	18612825	54.06
14350791	14452293	53.32
18820911	18922413	53.05
324461	425963	53.71
3753864	3855366	53.20
2524764	2626266	53.83
5001431	5102933	52.79
18306972	18408474	54.45
1208903	1310405	53.09
12388832	12490334	53.55
19545777	19647279	53.85
18539665	18641167	54.26
4969202	5070704	52.42
14421249	14522751	53.54
4276362	4377864	53.45
1403543	1505045	53.95
10343433	10444935	53.50
12235674	12337176	53.43
1338649	1440151	53.29
12006085	12107587	53.51
7048998	7150500	53.75
8372828	8474330	53.40
3449181	3550683	53.49
11867485	11968987	53.56
18786573	18888075	53.46
13635762	13737264	53.15
20825944	20927446	53.70
5185949	5287451	54.24
7943586	8045088	54.80
5452654	5554156	54.34
5940891	6042393	53.72
13834304	13935806	54.21
831692	933194	53.25
6018345	6119847	53.21
11146294	11247796	52.44
13814801	13916303	53.79
8327110	8428612	54.59
8952514	9054016	54.00
5341793	5443295	54.16
3627087	3728589	53.41
12835970	12937472	53.53
1299382	1400884	52.29
15793736	15895238	50.20
7463637	7565139	52.95
6696552	6798054	52.86
15445213	15546715	53.51
11732589	11834091	53.86
10240506	10342008	54.10
7636837	7738339	53.32
7480073	7581575	53.26
794046	895548	53.07
6480360	6581862	53.38
13370299	13471801	53.31
11014643	11116145	53.52
9348367	9449869	53.51
2329373	2430875	52.87
9365880	9467382	53.12
11782508	11884010	54.22
21524555	21626057	53.20
17092818	17194320	53.60
13410981	13512483	53.72
17992414	18093916	53.35
11111545	11213047	52.72
926120	1027622	53.00
3870226	3971728	54.25
8764927	8866429	53.75
5991741	6093243	53.58
19481358	19582860	53.71
8907573	9009075	53.52
1283698	1385200	52.56
3637385	3738887	53.52
20017609	20119111	51.75
14581540	14683042	54.03
11599334	11700836	54.31
10525264	10626766	53.04
14642948	14744450	53.38
20340993	20442495	53.18
17160510	17262012	53.50
3880428	3981930	54.60
12925013	13026515	53.40
19347084	19448586	53.40
6377985	6479487	53.98
8547069	8648571	53.74
1489364	1590866	53.48
14631662	14733164	53.41
56749	158251	52.57
17445631	17547133	53.59
18067450	18168952	53.00
6611401	6712903	52.66
12221244	12322746	53.48
14471939	14573441	54.54
2347931	2449433	52.55
11079674	11181176	52.31
20909625	21011127	53.79
10533261	10634763	52.90
4181731	4283233	53.07
10077143	10178645	53.23
17016207	17117709	53.04
10377871	10479373	53.52
13703392	13804894	53.53
10944882	11046384	53.88
13502316	13603818	53.30
9920542	10022044	55.44
18602995	18704497	53.74
4271069	4372571	53.56
6437085	6538587	54.42
14107837	14209339	52.92
12722004	12823506	53.70
5839388	5940890	53.22
20653253	20754755	52.85
19096003	19197505	53.78
10098202	10199704	53.16
13625621	13727123	53.05
18385721	18487223	53.47
13621	115123	53.38
10196351	10297853	53.75
9627226	9728728	53.48
7052560	7154062	53.65
14424652	14526154	53.52
19461059	19562561	53.94
20356184	20457686	53.26
10812889	10914391	53.46
15602414	15703916	53.55
14823878	14925380	53.58
14836420	14937922	53.61
7170629	7272131	54.06
17152153	17253655	53.16
15877493	15978995	52.00
5693898	5795400	53.54
2845266	2946768	53.07
9522291	9623793	53.11
17295699	17397201	53.86
21237970	21339472	53.44
20778944	20880446	54.30
11247051	11348553	53.86
3133554	3235056	53.32
7880882	7982384	54.44
10415948	10517450	53.17
7537689	7639191	53.58
6681691	6783193	52.77
4944378	5045880	52.30
819580	921082	53.35
1550675	1652177	53.61
8215552	8317054	53.47
15942930	16044432	54.22
20510950	20612452	53.37
2443709	2545211	52.40
15281230	15382732	53.53
13906332	14007834	52.11
21131419	21232921	53.67
19316310	19417812	53.95
6524163	6625665	53.17
12884179	12985681	53.71
16588545	16690047	53.65
13410124	13511626	53.70
8186759	8288261	53.65
4951672	5053174	52.16
186053	287555	54.05
3576476	3677978	53.07
14265539	14367041	53.44
7343090	7444592	52.48
5901777	6003279	53.10
17379778	17481280	54.23
15587707	15689209	53.37
1685049	1786551	53.34
18703434	18804936	53.94
8361706	8463208	53.42
4072118	4173620	53.06
15316317	15417819	53.39
4474117	4575619	53.97
15590839	15692341	53.15
17821828	17923330	51.92
18754420	18855922	53.47
19980064	20081566	52.32
10646752	10748254	54.16
14850299	14951801	53.79
20557200	20658702	53.42
16937544	17039046	52.87
14319043	14420545	53.35
18383532	18485034	53.48
14962377	15063879	53.88
5340453	5441955	54.10
15927431	16028933	54.75
15101835	15203337	53.42
8697025	8798527	54.10
8295988	8397490	54.85
21396367	21497869	52.04
9305024	9406526	53.82
17491919	17593421	53.36
16260377	16361879	53.84
21030187	21131689	53.42
8027759	8129261	53.05
9213961	9315463	53.40
14759675	14861177	52.41
2599909	2701411	53.73
9587445	9688947	52.92
7868298	7969800	54.43
9117246	9218748	53.48
11269173	11370675	53.77
10727672	10829174	53.48
18124501	18226003	52.88
2703737	2805239	53.81
4643063	4744565	53.80
5061037	5162539	54.48
7759847	7861349	53.56
12852531	12954033	53.38
5127293	5228795	54.30
7179067	7280569	54.10
2155162	2256664	53.95
13920656	14022158	51.80
13676765	13778267	53.61
11102537	11204039	52.59
18207008	18308510	53.52
15633825	15735327	53.42
13951068	14052570	51.33
2089290	2190792	52.73
6940210	7041712	53.76
14097677	14199179	53.12
13068673	13170175	54.03
19598452	19699954	54.02
655383	756885	54.10
19316962	19418464	53.92
12763469	12864971	53.63
16004784	16106286	54.27
197839	299341	53.96
11803066	11904568	54.21
10019777	10121279	53.98
13085780	13187282	54.09
14060021	14161523	53.22
18059685	18161187	53.05
18325159	18426661	54.23
20241797	20343299	52.95
7400050	7501552	52.32
16382262	16483764	53.15
7362568	7464070	52.47
9158189	9259691	53.57
14624228	14725730	53.81
16295441	16396943	53.44
973911	1075413	52.83
13047882	13149384	53.84
11278635	11380137	53.85
13566616	13668118	52.79
5537982	5639484	53.24
15683010	15784512	53.02
4282478	4383980	53.51
20879478	20980980	53.59
17922215	18023717	53.60
904843	1006345	53.32
13221125	13322627	53.42
19860625	19962127	53.64
18937852	19039354	53.36
909393	1010895	53.04
2816809	2918311	53.01
21567099	21668601	53.42
14381858	14483360	52.88
4553319	4654821	54.30
15492029	15593531	53.54
6097814	6199316	52.94
1687272	1788774	53.27
8729397	8830899	53.78
12720614	12822116	53.60
10984132	11085634	53.88
7102140	7203642	53.78
15257177	15358679	53.46
10967125	11068627	54.08
11324639	11426141	54.00
12721364	12822866	53.67
9336742	9438244	54.05
14145368	14246870	52.72
8464827	8566329	53.28
2748317	2849819	53.72
15780878	15882380	51.23
650395	751897	53.91
18099899	18201401	53.43
1747702	1849204	53.69
11742720	11844222	53.80
7523647	7625149	53.26
2302450	2403952	53.20
1350838	1452340	53.17
1041193	1142695	53.01
8297450	8398952	54.79
6689434	6790936	52.79
683839	785341	54.13
20848565	20950067	53.52
5113103	5214605	54.67
8004240	8105742	54.09
4235273	4336775	53.35
15890072	15991574	52.82
3838272	3939774	53.87
18923678	19025180	54.13
7313676	7415178	52.31
15603951	15705453	53.52
8598111	8699613	53.65
12378068	12479570	53.53
5630069	5731571	53.38
20330385	20431887	53.05
20375844	20477346	53.32
3843085	3944587	53.88
5495068	5596570	54.00
10436734	10538236	53.16
3627192	3728694	53.42
19417437	19518939	54.28
861624	963126	53.50
10467548	10569050	52.97
19320532	19422034	53.82
12593211	12694713	52.20
13309514	13411016	53.16
6654843	6756345	52.26
2550018	2651520	53.81
19867507	19969009	53.63
21046762	21148264	53.09
8148673	8250175	53.99
3419240	3520742	53.06
10119435	10220937	53.10
20146470	20247972	53.60
4061933	4163435	53.16
18989545	19091047	52.66
1378051	1479553	53.70
11650225	11751727	54.16
17875964	17977466	52.70
14373980	14475482	52.93
12434295	12535797	53.46
2313804	2415306	53.08
16977226	17078728	53.17
11449818	11551320	53.58
424535	526037	54.29
14094832	14196334	53.07
16448439	16549941	53.33
3541296	3642798	53.39
14546631	14648133	53.84
12153013	12254515	53.72
21326697	21428199	51.93
15426292	15527794	53.57
5133531	5235033	54.24
14612523	14714025	54.39
5910175	6011677	52.94
17506915	17608417	53.12
9062461	9163963	53.25
20666589	20768091	53.41
18058086	18159588	53.09
16223484	16324986	54.14
15598575	15700077	53.34
14615454	14716956	54.21
19880149	19981651	53.37
9005859	9107361	53.69
10814747	10916249	53.46
8237450	8338952	53.95
2907924	3009426	53.14
9359278	9460780	52.95
15126405	15227907	53.62
8182699	8284201	53.63
15593028	15694530	53.15
19120981	19222483	53.76
20479333	20580835	53.42
12716770	12818272	53.51
11287597	11389099	53.94
963012	1064514	52.87
16586173	16687675	53.67
10905665	11007167	53.68
6101533	6203035	53.03
16359461	16460963	53.23
7117561	7219063	53.57
11905950	12007452	53.47
8668868	8770370	54.17
11419876	11521378	53.79
9383781	9485283	52.39
20003642	20105144	52.02
9270035	9371537	53.78
18649252	18750754	53.75
340614	442116	53.78
17335133	17436635	53.83
6410789	6512291	53.96
2872694	2974196	53.07
8098565	8200067	53.53
13637464	13738966	53.26
16393952	16495454	53.17
18628622	18730124	53.70
8063933	8165435	53.40
15975033	16076535	54.65
16469231	16570733	53.46
15038242	15139744	53.37
578587	680089	54.24
3122352	3223854	53.05
9872907	9974409	54.52
7435541	7537043	52.38
13569450	13670952	52.76
8163966	8265468	53.40
10274569	10376071	54.06
19513767	19615269	53.72
12382271	12483773	53.46
15879986	15981488	52.09
18571470	18672972	54.42
17814783	17916285	52.07
11534584	11636086	54.03
14277538	14379040	53.28
18467972	18569474	53.40
11099514	11201016	52.58
11804802	11906304	54.13
15225164	15326666	53.75
9090446	9191948	53.43
10288560	10390062	54.27
8435707	8537209	53.10
7735573	7837075	53.52
4048539	4150041	53.28
6462056	6563558	53.34
10588032	10689534	53.71
4011591	4113093	53.48
17980610	18082112	53.76
6212597	6314099	53.90
6427048	6528550	54.28
7260663	7362165	52.40
16247008	16348510	53.94
9277787	9379289	53.69
19783253	19884755	54.34
17603892	17705394	54.13
20024974	20126476	51.80
9495860	9597362	52.86
3373096	3474598	54.04
6513505	6615007	53.52
9940381	10041883	55.39
7633068	7734570	53.42
12109159	12210661	53.34
6021059	6122561	53.06
10142417	10243919	53.52
474740	576242	53.96
17922599	18024101	53.60
4247419	4348921	53.56
9204360	9305862	53.80
1527253	1628755	53.75
1829589	1931091	54.25
18567645	18669147	54.42
9802479	9903981	53.62
4237236	4338738	53.39
21403353	21504855	52.41
16471155	16572657	53.34
3442270	3543772	53.24
411558	513060	54.27
19262398	19363900	53.63
9540844	9642346	52.83
15750347	15851849	53.00
16062983	16164485	54.51
14779680	14881182	52.83
11432194	11533696	53.36
6186218	6287720	54.06
1723916	1825418	53.36
8471768	8573270	53.17
16029931	16131433	54.07
3828129	3929631	53.84
2192561	2294063	54.12
13445510	13547012	53.32
16500276	16601778	53.41
2485785	2587287	53.42
19361617	19463119	53.31
21120693	21222195	53.86
1798822	1900324	54.15
5091113	5192615	54.74
5006240	5107742	53.02
18885762	18987264	54.22
10195028	10296530	53.67
2858196	2959698	52.99
8327906	8429408	54.58
3974574	4076076	53.45
18725823	18827325	54.17
13964482	14065984	51.79
20344644	20446146	53.22
20002697	20104199	52.01
20750676	20852178	55.23
7572803	7674305	53.12
17534624	17636126	53.21
12763368	12864870	53.64
15116756	15218258	53.39
14855251	14956753	53.91
9977515	10079017	54.91
19747626	19849128	54.06
14389141	14490643	52.86
10246860	10348362	54.14
19080038	19181540	53.56
20838219	20939721	53.63
2020993	2122495	53.25
20455818	20557320	53.45
3329726	3431228	54.01
6972205	7073707	54.08
20988801	21090303	53.59
7080830	7182332	53.50
8880050	8981552	53.12
2724199	2825701	53.86
5269961	5371463	53.62
8048539	8150041	53.03
5832214	5933716	53.49
18521786	18623288	54.08
2518759	2620261	53.73
5252363	5353865	53.46
89782	191284	52.65
13707575	13809077	53.60
15116395	15217897	53.39
19924997	20026499	53.79
15767646	15869148	51.94
9773040	9874542	53.51
1095211	1196713	53.94
7767053	7868555	53.57
9667195	9768697	53.35
9486454	9587956	52.74
15234763	15336265	53.69
2388396	2489898	52.16
7832403	7933905	53.65
8876980	8978482	53.19
20973466	21074968	53.61
19790054	19891556	54.46
6637711	6739213	52.60
14265296	14366798	53.45
3851253	3952755	54.09
18272481	18373983	54.60
7543353	7644855	53.59
4999254	5100756	52.79
8913146	9014648	53.56
4772657	4874159	54.09
2396116	2497618	52.11
2001120	2102622	52.90
5567444	5668946	53.39
10321739	10423241	53.57
19966364	20067866	51.83
19099419	19200921	53.91
9684164	9785666	53.00
14735544	14837046	52.68
4172616	4274118	53.15
15726894	15828396	53.85
10203607	10305109	53.77
13505944	13607446	53.43
9135066	9236568	53.86
16793059	16894561	52.95
18118774	18220276	52.99
16569018	16670520	53.27
14688750	14790252	52.10
2699180	2800682	53.88
20066780	20168282	53.26
1337505	1439007	53.34
14496476	14597978	54.23
10815317	10916819	53.49
20257268	20358770	52.80
8400952	8502454	52.74
867881	969383	53.60
3064421	3165923	53.66
7681428	7782930	53.70
19300479	19401981	53.90
19700576	19802078	52.93
696101	797603	53.90
9043289	9144791	53.45
19335640	19437142	53.63
1349950	1451452	53.18
5878425	5979927	53.32
15787387	15888889	50.76
17413536	17515038	54.16
14838756	14940258	53.49
9333385	9434887	53.90
6089765	6191267	52.93
19640403	19741905	53.66
14625873	14727375	53.63
21299840	21401342	52.55
16499579	16601081	53.40
3061587	3163089	53.62
15770931	15872433	51.86
11675635	11777137	53.92
13701888	13803390	53.50
11183973	11285475	53.39
10772927	10874429	52.96
3509789	3611291	53.49
5396386	5497888	54.12
11066374	11167876	52.64
13812517	13914019	53.61
16625181	16726683	53.08
9670984	9772486	53.20
13436947	13538449	53.37
18458179	18559681	53.47
1231351	1332853	52.39
15261425	15362927	53.48
2954796	3056298	53.86
10553444	10654946	53.51
8469100	8570602	53.11
10847268	10948770	53.62
3889683	3991185	54.51
13561864	13663366	52.76
17266984	17368486	53.59
38623	140125	52.97
18206419	18307921	53.46
15501353	15602855	53.57
13866287	13967789	53.30
1818787	1920289	54.08
6294225	6395727	54.42
17395939	17497441	54.16
12139300	12240802	53.79
20892125	20993627	53.84
16726652	16828154	53.76
20985235	21086737	53.65
14832433	14933935	53.72
1731803	1833305	53.39
6830281	6931783	52.67
8960920	9062422	54.08
18428753	18530255	53.32
4396074	4497576	53.58
9664654	9766156	53.32
14700736	14802238	52.43
16264229	16365731	53.88
4074383	4175885	53.11
968697	1070199	52.84
21140039	21241541	53.67
20430342	20531844	53.60
8029490	8130992	52.98
5314289	5415791	53.76
10427044	10528546	53.10
18483090	18584592	53.80
458838	560340	54.03
18530482	18631984	53.96
13689895	13791397	53.64
