Sample_Start	Sample_End	GC_Content(%)
13814801	13899319	54.07
8327110	8411628	58.99
8952514	9037032	57.17
5341793	5426311	57.77
3627087	3711605	58.39
12835970	12920488	55.06
1299382	1383900	57.85
15793736	15878254	59.26
7463637	7548155	57.86
6696552	6781070	54.58
15445213	15529731	58.72
11732589	11817107	57.71
10240506	10325024	58.56
7636837	7721355	59.80
7480073	7564591	56.28
794046	878564	59.29
6480360	6564878	58.04
13370299	13454817	55.84
11014643	11099161	57.45
9348367	9432885	58.01
2329373	2413891	56.47
9365880	9450398	58.27
11782508	11867026	58.78
21524555	21609073	58.52
17092818	17177336	58.55
13410981	13495499	55.22
17992414	18076932	56.13
11111545	11196063	58.39
926120	1010638	59.16
3870226	3954744	57.86
8764927	8849445	58.95
5991741	6076259	57.69
19481358	19565876	58.50
8907573	8992091	56.86
1283698	1368216	57.60
3637385	3721903	58.97
20017609	20102127	58.88
14581540	14666058	58.76
11599334	11683852	57.38
10525264	10609782	57.42
14642948	14727466	58.80
20340993	20425511	58.98
17160510	17245028	60.25
3880428	3964946	58.52
12925013	13009531	58.67
19347084	19431602	57.84
6377985	6462503	59.51
8547069	8631587	59.40
1489364	1573882	57.03
14631662	14716180	58.32
56749	141267	58.98
17445631	17530149	59.20
18067450	18151968	57.33
6611401	6695919	58.13
12221244	12305762	57.60
14471939	14556457	60.69
2347931	2432449	55.45
11079674	11164192	58.85
20909625	20994143	58.48
10533261	10617779	57.99
4181731	4266249	59.53
10077143	10161661	57.90
17016207	17100725	55.39
10377871	10462389	58.15
13703392	13787910	57.64
10944882	11029400	53.81
13502316	13586834	59.39
9920542	10005060	52.89
18602995	18687513	58.53
4271069	4355587	58.39
6437085	6521603	58.00
14107837	14192355	59.04
12722004	12806522	51.83
5839388	5923906	60.11
20653253	20737771	59.97
19096003	19180521	57.64
10098202	10182720	57.52
13625621	13710139	59.04
18385721	18470239	58.25
13621	98139	58.70
10196351	10280869	60.08
9627226	9711744	57.92
7052560	7137078	59.14
14424652	14509170	59.27
19461059	19545577	59.48
20356184	20440702	59.39
10812889	10897407	58.64
15602414	15686932	58.28
14823878	14908396	58.63
14836420	14920938	57.55
7170629	7255147	58.36
17152153	17236671	59.91
15877493	15962011	57.62
5693898	5778416	59.07
2845266	2929784	58.72
9522291	9606809	57.13
17295699	17380217	59.32
21237970	21322488	58.54
20778944	20863462	59.05
11247051	11331569	55.31
3133554	3218072	58.08
7880882	7965400	57.56
10415948	10500466	58.17
7537689	7622207	55.69
6681691	6766209	54.40
4944378	5028896	58.26
819580	904098	58.71
1550675	1635193	57.39
8215552	8300070	59.70
15942930	16027448	58.10
20510950	20595468	58.33
2443709	2528227	56.27
15281230	15365748	58.04
13906332	13990850	59.24
21131419	21215937	59.25
19316310	19400828	56.03
6524163	6608681	57.30
12884179	12968697	57.90
16588545	16673063	59.52
13410124	13494642	55.17
8186759	8271277	59.94
4951672	5036190	58.39
186053	270571	55.64
3576476	3660994	56.56
14265539	14350057	59.83
7343090	7427608	58.59
5901777	5986295	59.36
17379778	17464296	59.72
15587707	15672225	58.37
1685049	1769567	59.26
18703434	18787952	59.79
8361706	8446224	58.96
4072118	4156636	58.49
15316317	15400835	58.06
4474117	4558635	58.96
15590839	15675357	58.47
17821828	17906346	59.65
18754420	18838938	59.36
19980064	20064582	58.58
10646752	10731270	57.09
14850299	14934817	57.61
20557200	20641718	59.75
16937544	17022062	56.41
14319043	14403561	58.90
18383532	18468050	58.50
14962377	15046895	57.61
5340453	5424971	57.83
15927431	16011949	57.51
15101835	15186353	57.99
8697025	8781543	57.19
8295988	8380506	58.65
21396367	21480885	57.24
9305024	9389542	57.83
17491919	17576437	57.91
16260377	16344895	57.76
21030187	21114705	59.55
8027759	8112277	59.08
9213961	9298479	59.01
14759675	14844193	59.61
2599909	2684427	57.79
9587445	9671963	56.91
7868298	7952816	57.32
9117246	9201764	57.33
11269173	11353691	56.73
10727672	10812190	58.33
18124501	18209019	58.23
2703737	2788255	58.62
4643063	4727581	59.46
5061037	5145555	59.86
7759847	7844365	58.96
12852531	12937049	56.46
5127293	5211811	59.30
7179067	7263585	58.57
2155162	2239680	58.33
13920656	14005174	58.75
13676765	13761283	59.42
11102537	11187055	58.03
18207008	18291526	59.27
15633825	15718343	58.75
13951068	14035586	58.72
2089290	2173808	59.04
6940210	7024728	58.48
14097677	14182195	58.50
13068673	13153191	60.00
19598452	19682970	58.78
655383	739901	57.18
19316962	19401480	56.16
12763469	12847987	49.52
16004784	16089302	57.29
197839	282357	55.68
11803066	11887584	59.25
10019777	10104295	57.45
13085780	13170298	59.48
14060021	14144539	58.28
18059685	18144203	57.15
18325159	18409677	58.93
20241797	20326315	56.38
7400050	7484568	59.23
16382262	16466780	57.62
7362568	7447086	58.90
9158189	9242707	58.50
14624228	14708746	58.49
16295441	16379959	57.29
973911	1058429	58.58
13047882	13132400	59.95
11278635	11363153	56.91
13566616	13651134	58.46
5537982	5622500	60.51
15683010	15767528	58.91
4282478	4366996	58.16
20879478	20963996	57.63
17922215	18006733	57.77
904843	989361	58.79
13221125	13305643	59.37
19860625	19945143	58.95
18937852	19022370	58.48
909393	993911	58.95
2816809	2901327	59.07
21567099	21651617	59.49
14381858	14466376	58.32
4553319	4637837	56.42
15492029	15576547	58.23
6097814	6182332	58.99
1687272	1771790	59.31
8729397	8813915	57.95
12720614	12805132	51.96
10984132	11068650	56.05
7102140	7186658	58.95
15257177	15341695	58.07
10967125	11051643	55.31
11324639	11409157	58.31
12721364	12805882	51.90
9336742	9421260	58.18
14145368	14229886	59.77
8464827	8549345	58.44
2748317	2832835	58.37
15780878	15865396	59.34
650395	734913	57.22
18099899	18184417	57.66
1747702	1832220	59.01
11742720	11827238	57.86
7523647	7608165	55.90
2302450	2386968	56.04
1350838	1435356	58.05
1041193	1125711	58.85
8297450	8381968	58.65
6689434	6773952	54.70
683839	768357	58.52
20848565	20933083	57.98
5113103	5197621	60.00
8004240	8088758	59.24
4235273	4319791	58.60
15890072	15974590	57.48
3838272	3922790	58.54
18923678	19008196	59.15
7313676	7398194	58.85
15603951	15688469	58.40
8598111	8682629	59.77
12378068	12462586	55.75
5630069	5714587	57.51
20330385	20414903	58.78
20375844	20460362	58.91
3843085	3927603	58.72
5495068	5579586	58.83
10436734	10521252	58.28
3627192	3711710	58.40
19417437	19501955	58.63
861624	946142	58.22
10467548	10552066	58.29
19320532	19405050	56.95
12593211	12677729	59.53
13309514	13394032	59.35
6654843	6739361	54.95
2550018	2634536	59.65
19867507	19952025	59.12
21046762	21131280	60.21
8148673	8233191	59.47
3419240	3503758	57.08
10119435	10203953	57.36
20146470	20230988	58.39
4061933	4146451	58.56
18989545	19074063	59.80
1378051	1462569	58.58
11650225	11734743	57.94
17875964	17960482	57.96
14373980	14458498	58.38
12434295	12518813	56.55
2313804	2398322	56.09
16977226	17061744	54.07
21727946	21812464	57.66
11449818	11534336	58.27
424535	509053	59.62
14094832	14179350	58.49
16448439	16532957	58.47
3541296	3625814	57.54
14546631	14631149	59.88
12153013	12237531	58.56
21326697	21411215	55.82
15426292	15510810	58.65
5133531	5218049	58.85
14612523	14697041	58.61
5910175	5994693	58.95
17506915	17591433	58.09
9062461	9146979	58.46
20666589	20751107	59.97
18058086	18142604	57.02
16223484	16308002	57.72
15598575	15683093	58.45
14615454	14699972	58.65
19880149	19964667	58.85
9005859	9090377	58.57
10814747	10899265	58.74
8237450	8321968	59.38
2907924	2992442	59.34
9359278	9443796	58.21
15126405	15210923	58.81
8182699	8267217	59.64
15593028	15677546	58.45
19120981	19205499	56.98
20479333	20563851	57.42
12716770	12801288	52.35
11287597	11372115	57.22
963012	1047530	58.17
16586173	16670691	59.65
10905665	10990183	55.31
6101533	6186051	59.12
16359461	16443979	56.55
7117561	7202079	59.23
11905950	11990468	57.58
8668868	8753386	58.01
11419876	11504394	58.43
9383781	9468299	57.95
20003642	20088160	58.67
9270035	9354553	57.59
18649252	18733770	58.19
340614	425132	58.30
17335133	17419651	60.20
6410789	6495307	59.23
2872694	2957212	58.72
8098565	8183083	59.22
13637464	13721982	58.87
16393952	16478470	57.87
18628622	18713140	58.37
8063933	8148451	59.35
15975033	16059551	57.68
21672904	21757422	56.59
16469231	16553749	58.23
15038242	15122760	57.86
578587	663105	59.25
3122352	3206870	58.25
9872907	9957425	52.75
7435541	7520059	58.94
13569450	13653968	58.51
8163966	8248484	59.12
10274569	10359087	58.25
19513767	19598285	57.30
12382271	12466789	55.60
15879986	15964504	57.67
18571470	18655988	58.98
17814783	17899301	59.80
11534584	11619102	59.09
14277538	14362056	59.67
18467972	18552490	57.24
11099514	11184032	58.21
11804802	11889320	59.56
15225164	15309682	56.97
9090446	9174964	56.74
10288560	10373078	58.04
8435707	8520225	58.26
7735573	7820091	58.74
4048539	4133057	58.48
6462056	6546574	57.73
10588032	10672550	58.10
4011591	4096109	58.87
17980610	18065128	56.13
6212597	6297115	57.25
6427048	6511566	58.40
7260663	7345181	60.27
16247008	16331526	57.85
9277787	9362305	57.77
19783253	19867771	59.35
17603892	17688410	58.97
20024974	20109492	58.60
9495860	9580378	56.95
3373096	3457614	56.46
6513505	6598023	57.89
9940381	10024899	53.91
7633068	7717586	59.78
12109159	12193677	58.73
6021059	6105577	58.08
10142417	10226935	58.01
474740	559258	58.85
17922599	18007117	57.80
4247419	4331937	58.83
9204360	9288878	58.95
1527253	1611771	57.10
1829589	1914107	57.34
18567645	18652163	58.97
9802479	9886997	58.83
4237236	4321754	58.69
21403353	21487871	57.12
16471155	16555673	58.18
3442270	3526788	57.53
411558	496076	59.54
19262398	19346916	54.74
9540844	9625362	56.63
15750347	15834865	59.11
16062983	16147501	57.64
14779680	14864198	59.70
11432194	11516712	58.94
6186218	6270736	56.53
1723916	1808434	59.55
8471768	8556286	58.66
16029931	16114449	56.63
3828129	3912647	58.51
2192561	2277079	58.94
13445510	13530028	58.18
16500276	16584794	59.31
2485785	2570303	57.85
19361617	19446135	58.50
21120693	21205211	59.21
1798822	1883340	58.18
5091113	5175631	60.13
5006240	5090758	59.38
18885762	18970280	59.66
10195028	10279546	59.96
2858196	2942714	58.40
8327906	8412424	58.98
3974574	4059092	59.48
18725823	18810341	60.08
13964482	14049000	58.38
20344644	20429162	59.01
20002697	20087215	58.62
20750676	20835194	59.02
7572803	7657321	57.51
17534624	17619142	58.29
12763368	12847886	49.52
15116756	15201274	58.78
14855251	14939769	57.79
9977515	10062033	56.88
19747626	19832144	58.59
14389141	14473659	58.44
10246860	10331378	58.31
19080038	19164556	58.80
20838219	20922737	58.04
2020993	2105511	58.30
20455818	20540336	58.89
3329726	3414244	58.27
6972205	7056723	58.09
20988801	21073319	58.24
7080830	7165348	59.65
8880050	8964568	58.07
2724199	2808717	58.51
5269961	5354479	58.95
8048539	8133057	59.02
5832214	5916732	59.71
18521786	18606304	58.76
2518759	2603277	59.53
5252363	5336881	59.36
89782	174300	59.41
13707575	13792093	57.23
15116395	15200913	58.76
19924997	20009515	58.25
15767646	15852164	58.99
9773040	9857558	59.53
1095211	1179729	58.00
7767053	7851571	58.96
9667195	9751713	58.53
9486454	9570972	57.19
15234763	15319281	57.55
2388396	2472914	56.12
7832403	7916921	57.89
8876980	8961498	58.03
20973466	21057984	57.95
19790054	19874572	59.32
6637711	6722229	56.57
14265296	14349814	59.82
3851253	3935771	58.54
18272481	18356999	57.96
7543353	7627871	55.70
21731015	21815533	57.79
4999254	5083772	59.02
8913146	8997664	57.16
4772657	4857175	57.96
2396116	2480634	55.83
2001120	2085638	57.63
5567444	5651962	59.14
10321739	10406257	58.76
19966364	20050882	58.17
19099419	19183937	57.37
9684164	9768682	58.63
14735544	14820062	59.23
4172616	4257134	59.22
15726894	15811412	59.06
10203607	10288125	60.18
13505944	13590462	59.33
9135066	9219584	57.60
16793059	16877577	58.33
18118774	18203292	58.17
16569018	16653536	60.55
14688750	14773268	58.92
2699180	2783698	58.73
20066780	20151298	58.35
1337505	1422023	58.05
14496476	14580994	60.95
10815317	10899835	58.75
20257268	20341786	55.91
8400952	8485470	58.50
867881	952399	58.30
3064421	3148939	57.85
7681428	7765946	59.26
19300479	19384997	56.07
19700576	19785094	57.15
696101	780619	58.73
9043289	9127807	58.79
19335640	19420158	57.77
1349950	1434468	58.06
5878425	5962943	60.05
15787387	15871905	59.04
17413536	17498054	59.44
14838756	14923274	57.71
9333385	9417903	58.31
6089765	6174283	59.10
19640403	19724921	57.82
14625873	14710391	58.49
21299840	21384358	55.53
16499579	16584097	59.26
3061587	3146105	57.98
15770931	15855449	59.12
11675635	11760153	58.34
13701888	13786406	57.73
11183973	11268491	54.98
10772927	10857445	58.26
3509789	3594307	58.24
5396386	5480904	57.18
11066374	11150892	57.86
13812517	13897035	54.00
16625181	16709699	58.39
9670984	9755502	58.34
13436947	13521465	57.58
18458179	18542697	57.32
1231351	1315869	56.80
15261425	15345943	58.17
2954796	3039314	59.49
10553444	10637962	58.11
8469100	8553618	58.49
10847268	10931786	58.22
3889683	3974201	58.70
13561864	13646382	58.53
17266984	17351502	58.76
38623	123141	58.93
18206419	18290937	59.26
15501353	15585871	57.90
13866287	13950805	58.61
1818787	1903305	57.66
6294225	6378743	58.95
17395939	17480457	59.57
12139300	12223818	58.53
20892125	20976643	58.08
16726652	16811170	57.93
20985235	21069753	58.01
14832433	14916951	58.08
1731803	1816321	59.18
6830281	6914799	58.50
8960920	9045438	57.30
18428753	18513271	56.51
4396074	4480592	59.05
9664654	9749172	58.74
14700736	14785254	58.91
16264229	16348747	57.56
4074383	4158901	58.49
968697	1053215	58.42
21140039	21224557	59.07
20430342	20514860	58.94
8029490	8114008	59.00
