Sample_Start	Sample_End	GC_Content(%)
17366963	17452545	58.81
15149361	15234943	60.16
4060227	4145809	58.94
8318332	8403914	59.22
7539591	7625173	58.82
2148352	2233934	58.51
11344269	11429851	59.54
705792	791374	58.72
19740364	19825946	57.80
18586522	18672104	58.81
7721369	7806951	59.85
19744773	19830355	58.09
7389269	7474851	58.94
241284	326866	59.41
2382132	2467714	58.33
23751200	23836782	59.09
21176301	21261883	56.94
1975475	2061057	58.92
7682011	7767593	58.88
2261579	2347161	58.06
1054043	1139625	55.64
11087340	11172922	57.20
2377578	2463160	58.55
17252216	17337798	58.37
7986110	8071692	59.73
9344146	9429728	56.57
22447169	22532751	58.44
16287807	16373389	57.68
7188594	7274176	59.21
18093688	18179270	58.30
4439648	4525230	57.39
24271684	24357266	57.08
19161026	19246608	57.79
19334454	19420036	55.15
15860207	15945789	58.25
8153634	8239216	58.38
15870338	15955920	58.31
13658665	13744247	54.68
6389096	6474678	58.55
3165048	3250630	59.11
3252458	3338040	59.61
22111791	22197373	58.96
14463677	14549259	58.00
11888253	11973835	58.14
14212940	14298522	58.03
13794303	13879885	54.69
15670747	15756329	56.62
1817683	1903265	59.46
22594364	22679946	59.14
21926327	22011909	59.48
21682194	21767776	58.69
3302355	3387937	59.61
2033823	2119405	57.66
13509728	13595310	59.54
24434793	24520375	51.83
11385106	11470688	59.14
3666460	3752042	52.52
8343522	8429104	59.30
6428696	6514278	57.66
6382351	6467933	58.78
17994763	18080345	55.89
15052972	15138554	58.38
4703737	4789319	56.87
14155998	14241580	58.90
6156836	6242418	58.00
9346424	9432006	56.64
15523222	15608804	58.44
8382113	8467695	58.04
2529497	2615079	56.44
14869000	14954582	59.64
18465853	18551435	56.89
3285271	3370853	60.12
1697462	1783044	57.80
21882351	21967933	58.78
18139121	18224703	57.44
495191	580773	59.37
3129379	3214961	58.35
7931579	8017161	58.46
5580474	5666056	59.57
13636992	13722574	56.70
16295412	16380994	57.51
16151708	16237290	57.79
7172169	7257751	58.25
13456679	13542261	58.93
1967477	2053059	58.77
5524305	5609887	59.76
12716227	12801809	58.23
72322	157904	58.35
13100380	13185962	58.75
8898737	8984319	59.15
15267547	15353129	58.88
9571375	9656957	58.48
14193775	14279357	58.10
23373732	23459314	58.16
18648490	18734072	59.67
22208715	22294297	59.50
24105781	24191363	56.75
16329982	16415564	58.34
5194119	5279701	59.15
6371915	6457497	59.01
9955862	10041444	58.83
7304829	7390411	59.25
1962373	2047955	58.94
19434065	19519647	57.88
18193052	18278634	57.40
2045396	2130978	57.86
10522831	10608413	55.49
1918148	2003730	58.97
1682497	1768079	58.34
19601747	19687329	53.40
15998367	16083949	57.28
16872858	16958440	57.88
17821635	17907217	57.86
5282565	5368147	59.07
1908561	1994143	59.14
17039896	17125478	59.21
2688094	2773676	57.27
6235251	6320833	57.96
2299194	2384776	58.89
19966065	20051647	57.33
2280388	2365970	58.91
22656373	22741955	57.54
7892133	7977715	58.02
13548459	13634041	59.38
4022727	4108309	58.43
19115134	19200716	57.75
8261616	8347198	58.18
19425300	19510882	58.41
19948752	20034334	56.79
1333508	1419090	59.74
20782994	20868576	58.95
2750906	2836488	59.47
14066853	14152435	59.58
22057783	22143365	58.99
19584792	19670374	54.74
18965868	19051450	59.05
17541677	17627259	54.26
10615610	10701192	54.96
8749844	8835426	56.53
6853801	6939383	59.05
22472274	22557856	58.79
24031409	24116991	56.77
10542261	10627843	55.70
8008971	8094553	60.06
8912544	8998126	59.21
13280369	13365951	57.81
4391546	4477128	57.13
22538183	22623765	57.72
21659412	21744994	58.26
10066231	10151813	59.28
15341910	15427492	58.23
10609146	10694728	55.25
2434143	2519725	57.82
312574	398156	58.37
15377510	15463092	58.94
20842645	20928227	58.14
18890931	18976513	57.19
3354814	3440396	58.75
2458221	2543803	57.45
18040017	18125599	55.16
7152271	7237853	58.33
16974673	17060255	58.28
8898649	8984231	59.15
4444504	4530086	56.84
11710793	11796375	57.53
2308253	2393835	59.12
8196824	8282406	57.79
12399271	12484853	58.99
9562590	9648172	58.09
5293105	5378687	59.08
14703034	14788616	57.61
18227370	18312952	57.90
23606882	23692464	59.47
10150790	10236372	58.68
20524499	20610081	58.47
21943803	22029385	58.91
17748304	17833886	60.12
262499	348081	59.36
22409770	22495352	58.14
18609364	18694946	59.16
10045483	10131065	59.36
22259631	22345213	59.05
3475786	3561368	59.39
4506062	4591644	57.15
8874003	8959585	59.98
3873143	3958725	59.31
3591531	3677113	56.39
18563105	18648687	58.58
5215966	5301548	59.17
9138489	9224071	55.54
9454171	9539753	55.34
20294721	20380303	59.54
7067558	7153140	58.35
24079069	24164651	56.47
11505153	11590735	57.70
6831592	6917174	59.54
23068575	23154157	58.95
21281494	21367076	58.65
8857829	8943411	59.15
16958713	17044295	57.87
16392408	16477990	58.49
8426230	8511812	56.52
1704528	1790110	57.36
3097022	3182604	58.46
21283054	21368636	58.77
14212844	14298426	58.03
9283847	9369429	58.37
1479306	1564888	59.47
118973	204555	58.36
11192300	11277882	58.83
4389579	4475161	57.07
21377977	21463559	57.85
8789760	8875342	57.84
5421791	5507373	59.43
14825539	14911121	60.00
18511323	18596905	56.75
23678270	23763852	58.99
14350791	14436373	59.11
18820911	18906493	58.12
324461	410043	58.14
3753864	3839446	57.83
2524764	2610346	56.74
23186770	23272352	59.08
5001431	5087013	57.56
18306972	18392554	59.20
1208903	1294485	58.57
12388832	12474414	58.94
19545777	19631359	56.23
18539665	18625247	57.59
4969202	5054784	57.79
14421249	14506831	57.52
4276362	4361944	58.37
1403543	1489125	59.27
10343433	10429015	58.69
12235674	12321256	55.54
1338649	1424231	59.79
12006085	12091667	59.45
7048998	7134580	58.31
22886360	22971942	58.68
8372828	8458410	58.22
22378571	22464153	57.93
3449181	3534763	60.04
11867485	11953067	57.94
18786573	18872155	59.45
13635762	13721344	56.93
20825944	20911526	58.47
5185949	5271531	59.28
7943586	8029168	58.79
5452654	5538236	59.43
5940891	6026473	58.02
13834304	13919886	56.69
831692	917274	58.57
6018345	6103927	58.42
11146294	11231876	57.33
13814801	13900383	56.27
22478353	22563935	58.91
8327110	8412692	59.24
8952514	9038096	58.32
5341793	5427375	58.30
23530991	23616573	59.51
3627087	3712669	53.59
12835970	12921552	58.44
1299382	1384964	59.92
15793736	15879318	57.63
7463637	7549219	58.95
6696552	6782134	54.68
15445213	15530795	59.63
11732589	11818171	58.01
10240506	10326088	56.47
7636837	7722419	58.82
7480073	7565655	58.65
794046	879628	56.69
22147038	22232620	58.92
6480360	6565942	58.74
13370299	13455881	57.70
11014643	11100225	57.57
9348367	9433949	56.50
2329373	2414955	59.14
9365880	9451462	57.14
11782508	11868090	58.29
21524555	21610137	59.21
17092818	17178400	59.73
13410981	13496563	56.93
22800844	22886426	58.93
17992414	18077996	56.12
11111545	11197127	57.27
926120	1011702	58.37
3870226	3955808	59.25
8764927	8850509	57.98
5991741	6077323	58.76
19481358	19566940	57.33
8907573	8993155	59.32
1283698	1369280	60.04
3637385	3722967	53.37
20017609	20103191	58.54
14581540	14667122	58.86
11599334	11684916	57.92
10525264	10610846	55.39
14642948	14728530	57.30
20340993	20426575	58.68
17160510	17246092	59.22
3880428	3966010	59.19
12925013	13010595	59.32
19347084	19432666	56.07
6377985	6463567	58.83
8547069	8632651	54.90
1489364	1574946	58.70
23782887	23868469	56.18
14631662	14717244	57.45
56749	142331	58.65
17445631	17531213	58.23
18067450	18153032	56.61
23047101	23132683	59.67
24140064	24225646	57.87
22502558	22588140	58.55
6611401	6696983	54.64
12221244	12306826	56.43
14471939	14557521	58.03
2347931	2433513	58.38
22288118	22373700	57.68
11079674	11165256	57.42
20909625	20995207	58.72
10533261	10618843	55.36
22259589	22345171	59.05
4181731	4267313	59.91
24150945	24236527	57.82
10077143	10162725	59.13
17016207	17101789	59.18
10377871	10463453	58.74
22377212	22462794	57.90
13703392	13788974	51.28
10944882	11030464	56.21
13502316	13587898	59.59
23394432	23480014	58.83
9920542	10006124	57.51
18602995	18688577	59.06
4271069	4356651	58.50
6437085	6522667	57.98
14107837	14193419	60.11
22311329	22396911	56.58
12722004	12807586	58.50
22727018	22812600	57.03
5839388	5924970	58.07
20653253	20738835	53.03
19096003	19181585	57.98
10098202	10183784	58.73
13625621	13711203	57.70
18385721	18471303	57.85
13621	99203	58.16
10196351	10281933	58.24
9627226	9712808	59.71
7052560	7138142	58.47
14424652	14510234	57.27
19461059	19546641	57.88
20356184	20441766	58.46
21968275	22053857	59.23
10812889	10898471	58.38
15602414	15687996	57.80
14823878	14909460	59.97
14836420	14922002	59.86
22670288	22755870	57.23
7170629	7256211	58.23
17152153	17237735	59.76
15877493	15963075	58.45
5693898	5779480	59.22
22107362	22192944	58.79
2845266	2930848	57.76
9522291	9607873	58.27
17295699	17381281	59.31
22275238	22360820	58.55
21237970	21323552	57.41
20778944	20864526	58.58
11247051	11332633	58.65
3133554	3219136	58.37
7880882	7966464	57.96
22575276	22660858	58.39
10415948	10501530	58.01
7537689	7623271	58.69
6681691	6767273	53.64
4944378	5029960	58.97
819580	905162	58.39
1550675	1636257	58.17
8215552	8301134	57.31
15942930	16028512	57.65
20510950	20596532	59.07
2443709	2529291	57.78
15281230	15366812	58.69
13906332	13991914	57.26
21131419	21217001	57.27
19316310	19401892	53.19
6524163	6609745	58.30
24103689	24189271	56.60
23365771	23451353	58.14
12884179	12969761	59.10
16588545	16674127	58.90
13410124	13495706	56.91
8186759	8272341	57.57
4951672	5037254	58.37
22013653	22099235	58.17
23072779	23158361	59.19
186053	271635	58.35
3576476	3662058	58.07
14265539	14351121	57.53
7343090	7428672	58.52
5901777	5987359	57.44
23350924	23436506	58.33
17379778	17465360	58.71
15587707	15673289	57.46
1685049	1770631	58.20
18703434	18789016	58.47
8361706	8447288	58.80
4072118	4157700	58.65
15316317	15401899	58.35
4474117	4559699	56.81
15590839	15676421	57.43
22400191	22485773	58.45
17821828	17907410	57.85
18754420	18840002	59.05
19980064	20065646	57.69
10646752	10732334	55.69
14850299	14935881	59.60
20557200	20642782	57.17
24134829	24220411	58.23
16937544	17023126	57.66
14319043	14404625	57.99
18383532	18469114	57.91
14962377	15047959	59.65
5340453	5426035	58.32
15927431	16013013	58.14
15101835	15187417	60.04
8697025	8782607	55.93
8295988	8381570	58.97
21396367	21481949	57.96
9305024	9390606	56.95
17491919	17577501	57.99
16260377	16345959	57.68
21030187	21115769	59.42
8027759	8113341	60.47
9213961	9299543	57.34
14759675	14845257	58.40
2599909	2685491	57.81
23942592	24028174	55.77
9587445	9673027	58.08
7868298	7953880	57.97
9117246	9202828	56.83
11269173	11354755	58.56
10727672	10813254	57.63
18124501	18210083	58.06
2703737	2789319	58.09
4643063	4728645	58.46
5061037	5146619	59.20
7759847	7845429	59.47
12852531	12938113	58.38
23285091	23370673	59.39
5127293	5212875	59.99
23703493	23789075	59.71
7179067	7264649	58.45
2155162	2240744	58.73
13920656	14006238	57.30
13676765	13762347	53.74
11102537	11188119	57.09
18207008	18292590	57.76
15633825	15719407	57.35
13951068	14036650	57.26
2089290	2174872	58.31
6940210	7025792	58.71
14097677	14183259	60.15
13068673	13154255	59.25
19598452	19684034	53.62
23337878	23423460	58.43
655383	740965	57.64
19316962	19402544	53.29
12763469	12849051	58.81
16004784	16090366	57.29
197839	283421	58.56
11803066	11888648	57.86
10019777	10105359	58.99
13085780	13171362	58.88
14060021	14145603	59.56
18059685	18145267	56.89
18325159	18410741	59.28
20241797	20327379	58.42
7400050	7485632	59.08
16382262	16467844	58.46
7362568	7448150	58.10
9158189	9243771	55.26
14624228	14709810	57.46
16295441	16381023	57.50
973911	1059493	57.18
13047882	13133464	59.08
11278635	11364217	58.18
22443674	22529256	58.26
22788220	22873802	58.50
13566616	13652198	59.03
24299494	24385076	57.96
5537982	5623564	59.78
15683010	15768592	57.25
4282478	4368060	58.71
20879478	20965060	58.02
17922215	18007797	58.82
904843	990425	58.49
13221125	13306707	57.15
19860625	19946207	58.34
18937852	19023434	59.05
22246580	22332162	59.37
909393	994975	58.71
2816809	2902391	58.31
21567099	21652681	58.92
14381858	14467440	59.23
4553319	4638901	58.22
15492029	15577611	59.32
6097814	6183396	57.43
1687272	1772854	57.96
8729397	8814979	56.17
12720614	12806196	58.43
10984132	11069714	56.61
7102140	7187722	58.24
15257177	15342759	59.15
10967125	11052707	56.53
11324639	11410221	58.89
12721364	12806946	58.44
9336742	9422324	56.34
14145368	14230950	59.26
8464827	8550409	56.03
2748317	2833899	59.67
15780878	15866460	58.37
650395	735977	57.23
18099899	18185481	58.47
1747702	1833284	58.30
11742720	11828302	57.81
7523647	7609229	58.47
21815215	21900797	59.57
2302450	2388032	59.12
21869257	21954839	58.85
1350838	1436420	59.38
1041193	1126775	55.00
8297450	8383032	59.07
6689434	6775016	54.60
683839	769421	58.81
20848565	20934147	58.38
5113103	5198685	60.07
8004240	8089822	59.95
4235273	4320855	58.12
15890072	15975654	58.91
22463311	22548893	58.34
3838272	3923854	58.49
18923678	19009260	58.79
7313676	7399258	59.52
15603951	15689533	57.77
23470149	23555731	58.47
8598111	8683693	55.92
12378068	12463650	58.74
5630069	5715651	58.73
20330385	20415967	58.76
20375844	20461426	58.04
24104068	24189650	56.59
3843085	3928667	58.74
5495068	5580650	59.15
10436734	10522316	58.04
3627192	3712774	53.59
19417437	19503019	58.82
861624	947206	58.90
10467548	10553130	57.26
19320532	19406114	53.83
22728003	22813585	57.13
12593211	12678793	58.32
13309514	13395096	58.23
23991912	24077494	56.83
6654843	6740425	52.89
2550018	2635600	56.62
19867507	19953089	57.81
23173174	23258756	59.76
21046762	21132344	58.97
8148673	8234255	58.52
3419240	3504822	59.53
23393915	23479497	58.81
10119435	10205017	58.10
22959923	23045505	57.43
20146470	20232052	56.68
4061933	4147515	58.87
18989545	19075127	58.80
1378051	1463633	58.52
11650225	11735807	56.22
17875964	17961546	57.86
14373980	14459562	59.32
22196972	22282554	59.21
12434295	12519877	59.10
2313804	2399386	59.08
16977226	17062808	58.04
21727946	21813528	58.04
11449818	11535400	56.63
424535	510117	58.31
14094832	14180414	60.24
16448439	16534021	58.87
3541296	3626878	58.56
14546631	14632213	58.78
12153013	12238595	56.84
21326697	21412279	58.92
15426292	15511874	59.46
23733339	23818921	59.16
5133531	5219113	59.84
14612523	14698105	57.74
5910175	5995757	57.31
17506915	17592497	56.94
21825729	21911311	59.49
9062461	9148043	57.73
20666589	20752171	54.04
18058086	18143668	56.83
16223484	16309066	58.27
15598575	15684157	57.67
14615454	14701036	57.63
19880149	19965731	57.73
9005859	9091441	58.15
10814747	10900329	58.26
8237450	8323032	57.63
2907924	2993506	59.48
9359278	9444860	56.63
15126405	15211987	59.97
8182699	8268281	57.59
15593028	15678610	57.55
19120981	19206563	57.78
20479333	20564915	59.01
22420684	22506266	58.45
12716770	12802352	58.28
11287597	11373179	58.11
963012	1048594	57.68
16586173	16671755	58.91
10905665	10991247	57.24
6101533	6187115	57.80
16359461	16445043	58.97
7117561	7203143	58.37
11905950	11991532	57.28
8668868	8754450	56.74
11419876	11505458	57.58
9383781	9469363	57.35
20003642	20089224	58.44
23527822	23613404	59.26
9270035	9355617	58.48
18649252	18734834	59.68
340614	426196	58.23
17335133	17420715	59.51
6410789	6496371	57.97
2872694	2958276	58.12
8098565	8184147	58.86
24161696	24247278	57.95
13637464	13723046	56.63
16393952	16479534	58.45
18628622	18714204	59.13
8063933	8149515	59.40
23173004	23258586	59.76
15975033	16060615	57.49
21672904	21758486	58.60
23885467	23971049	56.07
16469231	16554813	59.41
15038242	15123824	58.42
578587	664169	57.90
3122352	3207934	58.30
9872907	9958489	57.49
7435541	7521123	59.90
13569450	13655032	59.02
23212525	23298107	58.12
8163966	8249548	58.23
10274569	10360151	56.61
22278801	22364383	58.11
19513767	19599349	57.86
12382271	12467853	58.86
15879986	15965568	58.80
18571470	18657052	58.87
17814783	17900365	58.02
11534584	11620166	57.63
14277538	14363120	57.47
18467972	18553554	56.63
11099514	11185096	57.31
11804802	11890384	57.94
23583898	23669480	59.17
15225164	15310746	59.79
9090446	9176028	57.10
10288560	10374142	57.25
8435707	8521289	56.88
7735573	7821155	60.26
4048539	4134121	58.57
24202286	24287868	57.82
6462056	6547638	58.63
10588032	10673614	55.44
4011591	4097173	58.61
17980610	18066192	57.04
23158046	23243628	59.70
6212597	6298179	57.69
6427048	6512630	57.65
7260663	7346245	59.66
16247008	16332590	58.02
9277787	9363369	58.50
24313038	24398620	57.82
19783253	19868835	57.89
17603892	17689474	48.60
20024974	20110556	58.40
9495860	9581442	57.66
3373096	3458678	58.12
6513505	6599087	58.64
9940381	10025963	57.99
7633068	7718650	58.87
12109159	12194741	58.40
6021059	6106641	58.45
10142417	10227999	58.51
474740	560322	59.05
23757158	23842740	58.90
17922599	18008181	58.82
4247419	4333001	58.09
9204360	9289942	56.22
1527253	1612835	58.40
1829589	1915171	59.97
18567645	18653227	58.61
9802479	9888061	58.94
23401444	23487026	58.94
4237236	4322818	58.03
21403353	21488935	57.78
16471155	16556737	59.44
3442270	3527852	59.91
411558	497140	58.15
19262398	19347980	53.61
9540844	9626426	57.97
15750347	15835929	58.89
16062983	16148565	58.17
14779680	14865262	59.17
11432194	11517776	57.26
6186218	6271800	57.72
1723916	1809498	58.13
8471768	8557350	55.65
16029931	16115513	57.89
3828129	3913711	58.55
2192561	2278143	57.09
13445510	13531092	59.03
16500276	16585858	58.93
2485785	2571367	57.05
19361617	19447199	57.33
21120693	21206275	57.08
23033474	23119056	59.47
1798822	1884404	59.20
5091113	5176695	59.91
5006240	5091822	57.56
18885762	18971344	56.71
10195028	10280610	58.30
2858196	2943778	57.94
8327906	8413488	59.19
3974574	4060156	57.67
18725823	18811405	57.94
13964482	14050064	57.28
20344644	20430226	58.48
20002697	20088279	58.39
20750676	20836258	58.32
7572803	7658385	58.67
17534624	17620206	54.90
12763368	12848950	58.80
15116756	15202338	59.69
14855251	14940833	59.53
9977515	10063097	58.89
19747626	19833208	58.10
14389141	14474723	59.14
10246860	10332442	56.84
19080038	19165620	58.33
20838219	20923801	58.30
2020993	2106575	57.89
20455818	20541400	59.90
3329726	3415308	59.14
6972205	7057787	59.05
20988801	21074383	58.29
7080830	7166412	58.45
8880050	8965632	60.11
22160291	22245873	58.88
2724199	2809781	58.74
5269961	5355543	58.80
8048539	8134121	59.71
5832214	5917796	58.05
18521786	18607368	57.00
2518759	2604341	56.90
5252363	5337945	58.42
89782	175364	58.22
13707575	13793157	50.84
